Gaia_ID	mg	bp_rp	ra	dec	pmra	pmdec
429402824439123968	-4.140072797269192	0.067435026	2.082534928018652	60.842794819756094	-1.7848564142382102	-1.0623257175345313
431056184993452032	-4.136417240624164	0.0650084	6.042621104472312	63.82203532826894	-2.206240564362893	-0.9322924860898152
431666134761292672	-4.006971325122269	0.045256257	1.5417256447561567	63.84333409541581	-2.1546027147724294	-0.6382693982187381
511839361567258112	-4.025575772609647	0.058912516	28.141296664464587	63.078260179496525	-1.867406203122216	0.0516665132561302
458978866892480512	-4.055522077843088	0.15331519	37.560915197103135	58.83090013866469	-0.5773156418188743	-0.4898396531506847
428962474335478784	-4.080814900741688	0.1447866	5.0982530948434	61.73887000242735	-2.196572793840712	-0.5627964120440861
3127100993130728832	-4.157222360994718	0.047644615	100.01590449869444	2.948982880084856	-0.2645337832213397	-0.0220312356755481
187153960137016448	-4.007728739159482	0.060862184	79.46008797700522	37.46990873169444	0.253158438958892	-0.7884643306277428
4323172316198541184	-4.029712380799719	0.034188986	293.1695934727156	18.71873474215627	-2.441389182144482	-5.495668752360594
4323401804892036608	-4.060661462939445	0.058760524	292.2870382830748	18.902638079245264	-2.003099036629622	-4.376171784738003
2168754701179921664	-4.003691831881273	0.07777572	315.6991825812418	50.21458235711249	-2.132038465324684	-0.4100695183465432
2173181605565879552	-3.970265780600071	0.08307707	326.88461186357387	52.70918554791049	-2.9269605644071577	-3.3739039098359167
2164874730806921856	-4.120408291702152	-0.023347616	319.6272717455021	48.18700696691095	-3.322954951305276	-4.857027195955062
2207744208128676864	-3.982278823297225	0.019765139	347.1822964257144	64.04935529179662	-2.4375777556903846	-1.0594896801013696
2175383794214740992	-4.032626290652575	0.12024069	319.3327956552076	52.14787884240685	-2.582211926481685	-3.009376190231574
1836345054476629120	-4.085440912357004	0.12756038	302.4302885807144	26.059339102531304	-3.1033572470868283	-4.8782436659319846
2016492612973740928	-4.0354608441284565	0.03636372	350.52153967743385	62.15112269781669	-5.00134388655581	-2.4129615975832897
3120587898563750400	-3.971552481746032	0.122906804	99.3518146475756	0.930288093810212	-0.1088415312563628	0.6270608562445124
2162950860323937664	-3.9327505266205143	0.022658587	313.1316086050764	44.25515157142259	-2.674803927999101	-2.9364022978386872
2067878529411410432	-3.9030249782392903	0.07902026	308.4393311749125	41.38098817597645	-2.8757797410614594	-4.174390892795524
2069550749157134976	-3.8984267821023337	0.073513746	309.8323767860148	42.838108694758816	-3.0391163744411647	-3.1678123860037646
2066948269558371328	-3.936018183634213	-0.06826472	311.0682576589076	43.26736092925317	-2.752019633402752	-4.90509613016416
3445934145134777600	-3.882474686871081	-0.035950422	83.25950193220342	29.66110585206605	0.165093999872888	-0.3476267430087622
257149007797128192	-3.848491450843273	0.016075015	66.8729525832541	47.00918183144286	-0.1224853433323582	-2.569222845028092
511313009032886528	-3.82074384174126	0.0570364	27.61248021701189	61.56293369111836	-1.3162037384441274	-0.0464401655635693
2174335925286855808	-3.806236549861369	0.055858612	325.1160863377874	54.3020888655251	-2.626384358441247	-3.1223383229668453
201117517292936192	-3.731291120261515	-0.1233145	78.06040458964637	41.2151774751433	0.7773641260535027	-5.911455683256838
274923540978965888	-3.76338741801902	0.05193758	64.40649534214627	52.91838461248884	-0.4393741779732781	-0.1377934633132649
