Gaia_ID	mg	bp_rp	ra	dec	pmra	pmdec
461637451644846464	1.0396586110638424	0.83373076	48.88619661233873	57.69003861731688	-13.133479851956153	10.615656067111459
462520015885508864	2.38213779414294	0.79803157	51.06416583449352	60.44551849456839	6.195032227256592	-20.205514734864916
424400566230504576	2.3454206150711663	0.80335414	13.224978539710383	58.000088743765595	22.102937784791724	6.969731600990416
356927214117864576	1.211337418886167	0.8833306	27.904962094976618	47.08667752502188	-66.18543747546639	1.0320613742458136
357043831069458304	1.7901503192933532	0.72645974	27.371786191357693	47.89278175170035	10.468581581101496	-10.451650933926246
357827645422998528	3.007596852023209	0.88452387	27.270253167343704	49.47225373405033	-2.9712068533111564	-16.526631743580523
357121960817200512	1.700183112077104	0.9553561	27.91773458602925	47.82378525589947	-8.881858906613239	-47.936173541068754
357311940108032000	3.1578564529291473	0.9274313	26.368597129245014	48.529214702760335	13.642831450970945	5.288925864424305
357617638701203456	1.3768393454250205	0.9527818	29.396947096904587	49.130607283454964	3.279013356674117	-25.714750344434215
412504125299559296	1.7937519302141975	0.81778914	21.514952433209892	56.013654540629155	74.88818819439457	-39.86844253411083
413919677796460416	2.4126346175641693	0.91937894	20.91970025100727	58.484370837258005	32.15490589787692	1.9824832807710224
413131808996828032	0.19988291199248565	0.4515173	22.190857261081945	58.34414705985663	-8.82173055161615	-12.322258685348961
415011149239904512	1.7590463875882776	0.94906133	12.756608631461928	50.84542966414619	51.2920389805202	10.53990054720484
415938965257294720	1.6137844951307194	0.80018055	8.100425176250894	52.08127994174222	53.92966710873861	-12.923208354820057
137039693312480640	1.911325954923507	0.78615105	45.30066661830152	34.41858348389966	27.486721512522177	-23.22716252153759
141513988379856640	2.3543824526789674	0.7846962	42.64699177181774	36.947752893027484	-9.85246871255827	-129.24461023274162
139996868491681920	0.14387337482864027	0.89741045	41.13572410510457	34.478252808500116	22.469773746775004	-7.810757347392252
245190032143013888	2.374862652292359	0.8410373	56.32173968323856	46.246521178443686	-9.82164128665581	15.66915372539596
135480345305819136	3.150113105712874	0.9373245	43.941424206821004	31.39070832199075	30.891807410341507	-1.2000108527177145
135481689632151424	1.8679828210743157	0.84940636	43.855962006622136	31.43472670170428	-50.16339756761814	-36.81921064240906
135704954917913344	0.03813320686832	0.889881	46.44028593450238	32.03068879778313	52.71481214353643	-36.90865418504237
140495978051331072	1.110941072732368	0.61157066	43.125019104761854	35.4671435523315	3.801662045429426	-9.027148633188697
142071887451412736	1.729444777870821	0.6864922	45.980144348445315	37.38974800897822	-5.662642149680128	-20.370311661812536
136252859600096768	0.421743456502778	0.6126379	43.35144860257213	31.64459684840028	-19.95019948509287	-19.363242329770458
137745515354126592	-0.05705719248706842	0.97824204	46.768470742926446	34.498082156569865	-8.585307306092378	2.0321134923460775
140658190375820032	2.7724410672640154	0.8565361	43.7689865486311	36.57438457309449	12.86511007797747	-18.67145361517629
140684922252215552	2.4351549839942344	0.9445377	43.073609010653485	36.27988964332961	52.869009707963016	-38.545617281080105
142159676583132544	1.9316204736904634	0.87663066	44.33681754529254	36.83608724478567	-5.607200060952899	-7.840613018546796
140732544850096512	2.853883845367063	0.85923886	43.683499504981924	36.99187962898488	30.43458799192	-18.290445681687768
136639509736500480	2.114629525220188	0.814517	42.76859820420638	33.092688316103015	17.947821992119945	-5.311509333274804
138070554183259264	0.11644594464002189	0.95036405	49.9128546799975	35.20899403003416	-5.638731563892623	1.2852671924403514
139468892455058816	2.0782911112230575	0.9000308	47.12731336552546	37.79195102435374	48.50314462085471	-90.11839693514932
139680277862071680	2.8126974071632755	0.8583977	42.54141878482356	33.771569940710854	1.649412418010244	-18.49791205178672
138442811884954624	-0.10074672963840214	0.38759443	48.82075725735469	36.47580759329962	4.0862284210844875	-6.307842270258359
574244587835425792	2.742759599387682	0.9192995	48.09413609153596	84.5885638788814	-27.96497810131305	12.585196655580159
574577774218025600	0.21802202911203672	0.96772176	34.748052698405964	85.73654494301532	-9.917069725175594	86.78940241158718
574665391550734976	0.43209526516770325	0.71234846	44.69335887410288	86.24886983445998	-0.8353641137206367	-5.542410327098498
575730234202579328	1.7696217439148008	0.8298807	7.403246408884931	87.37448923391655	12.442189909433207	3.2944881508056363
486953947389750016	1.7112187438784225	0.9585178	57.06287397194742	62.06750708183599	27.37737308562838	7.8426353277941665
487496831254537344	0.5582131152777858	0.6790358	58.40748900106743	64.71337366324275	13.643639314661307	-26.38402624845537
488474125297275520	2.317801314222013	0.82240856	54.812247023848606	65.21789435998784	-8.690696923469188	13.676961769465175
560663145331601920	0.8686075643185376	0.6953001	23.858160419767913	77.60319526109312	-3.1270880395207326	-5.013622195994318
560946643236221056	2.7895652502302166	0.8534135	37.75933520194653	76.91928961611835	43.70066057005475	-53.817212961158674
560177367350810880	2.632438837061514	0.8402653	27.32602835573583	75.94223670966775	-7.284980467032119	0.7403865536146947
559458527263779072	0.260952144791327	0.9566499	31.208051808745857	75.76935107052843	4.8753410062743985	5.305523635266398
561618620936536320	2.1188793286650895	0.93423617	34.92742618075923	78.10652840806507	-21.822613652880772	10.284708063790925
436762650334824576	0.6664393551550098	0.57375324	48.5165974449599	50.37982625511341	16.53688017374108	-14.904123088943484
435824732554048000	1.7567209717311485	0.9396256	46.080604896729106	47.50774506358261	8.335060409394323	-11.508528002791005
438117867133050368	3.2161742542316425	0.93270206	41.03484846195244	47.52217970171326	12.172016965794144	-12.211038581383349
438377317516960512	1.7628029020253901	0.7376393	39.38899351462384	48.59521718625583	16.011576571095382	-4.6574845901358195
454936473731298304	1.6074286524253747	0.9442457	34.115617634756376	51.7894327157193	19.539816093721324	-0.7402456468857905
454723035338015104	2.2630534835946037	0.854339	41.10296481473202	55.927385980987296	42.922245784093526	-44.35786081424582
341312705893605632	0.9899793368978784	0.56616	38.11706836272517	44.63486555746289	24.293990001928385	-25.804772222082313
345027573430466304	2.0593590288638595	0.9443164	30.789666288571397	40.90889085576434	15.547039129695065	7.276452508255505
341446502715313920	0.6323040388237366	0.8910067	36.96157618592659	44.741467562246484	13.028846091144954	-11.884757021092028
342366897026133504	3.308344601244988	0.9390252	27.55733317698997	36.436034635792865	30.272156463220632	-1.1900532850805527
344031145314320256	3.0893269223014315	0.9346311	28.51834755201575	39.705677157804104	-17.93699004971636	-23.6348334946762
345684982602131584	2.2620956639124508	0.88745904	29.60193676353982	40.91363139115924	112.34465867821531	-8.407777848832053
346882999301734016	1.7895257287133575	0.7861616	25.28870612728202	39.47855739017845	30.18986137880614	-7.299361407405075
341752781125750656	1.4838609143537376	0.96971184	39.26964212780251	45.6444080897966	5.368371876093434	-16.915543224902734
346080768131130112	0.10031458363565626	0.827929	29.511701275549967	42.09804680138249	22.152142839123254	-1.009414204915117
344505515862761600	1.2945877214904193	0.6171314	28.210737324168704	41.48495336585457	21.912668519030234	-1.7515622270831908
341274566584194304	1.2210079043312945	0.5940169	37.425909725718256	44.622430565856284	6.831477221638849	-7.058422909933979
341882871393140096	1.3828564398323486	0.91334933	39.57753738154047	46.37781987862383	13.165970812084097	18.377727164800234
344889004902602752	2.4917054687206104	0.9238593	30.21098747441078	40.24877316823376	-0.5332661171041284	-29.83674959969943
505578025103061248	2.7889979304434203	0.91025484	27.711113273256377	56.623396075703546	31.535231155234985	27.48143948116551
505229651719185408	2.643920364047524	0.87528217	31.779374459068922	57.91759480556335	12.886163236421677	6.564465506273841
505294282385396480	2.5407241974954573	0.94249725	30.55929556617945	57.378942847489185	27.214877848804342	-3.2147191818275793
505814007785256832	2.052180395644365	0.7359812	26.0083423469054	56.81889524528353	-36.582082479841795	2.401050296227682
248853570526638848	1.1830587803756476	0.8384402	52.90324052941343	47.121909293494824	17.201601461225927	-14.531673194225913
248447850736048256	1.6500122513725177	0.6802582	57.73583959168288	48.05629353663513	64.12301998070122	-48.78531431006192
404772290803010176	-6.592075296651956e-05	0.956455	17.38932658304298	51.577150499888695	20.327704200330245	3.6473155983863927
402836600581990016	2.252325958096373	0.8505656	14.807794396507731	49.645599908212574	2.1591872394758336	3.280762468979324
387303731095311360	1.560289430569636	0.665685	0.3557146934593446	47.94276340328201	56.04071053391514	3.321784883260922
383487120077166976	1.9180284953311872	0.79822934	4.485616338773794	41.42796637016403	-14.1775811690037	-31.36434153352543
387497485659716608	1.879990445151277	0.92136693	11.561505520476501	43.42823615031638	-18.57161964062523	15.806337124535093
384828902219787008	1.6307382734026987	0.7631888	1.113852138658804	43.559452157484344	27.00973913218398	-38.301836710747395
387696772142852608	2.891013932347299	0.93255174	9.438571676366713	43.45999479503498	59.56345581509142	-1.4242463240284617
382760171093122560	0.44892823809086124	0.50393546	6.0218796607980805	44.26471622445252	-9.377415425986674	-4.1024428429370685
386297677956163968	1.657994325530261	0.72028494	1.9182299888671936	44.54762618850252	11.948551875646116	-3.2311057456179544
384190120323751168	0.569798402560389	0.9821438	2.061222218357599	42.22339886531649	13.995649597235042	-5.279797120600572
2846948935061986560	1.8668865297121862	0.73729914	1.3559506627024385	21.56940721100957	39.487369820670736	0.6806492277781984
388642558301447936	1.746975696343565	0.77407753	8.388522233356131	45.14858483696336	-32.5199767245614	-31.890827932765276
389733716215222784	1.703088487880816	0.7589368	11.71542667255402	46.363511712878875	-25.788408631011237	-20.592534528025094
389828209794950528	2.4962351365283055	0.9515637	11.313963373563102	46.962813733309666	-10.048802306568106	-10.731639197856541
406365654949904256	1.1566559473251026	0.766949	25.870995398819133	52.047781682624255	17.900985446236565	-16.50621244337079
406945269376353664	0.27996767854399884	0.9901958	21.90412530913221	51.80878692177769	2.490317625477586	-10.865767029738105
406695366701239808	0.8521940921532973	0.88647383	22.705184712908462	51.5436440472941	-1.5409571976725034	14.956340096265329
60594021383170944	1.5583524266503623	0.87435406	46.66066112672464	20.6392111782057	47.3596320171295	-32.9879523095812
60666417352193792	1.3154936344853638	0.8781813	47.80220165571887	21.017270256549303	57.50697616818766	15.322606042580563
60835604705709824	-3.09068766691005	1.0169785	51.00382476765883	19.907098447700776	10.30168232524551	8.161412467617318
60913051555957376	2.9974716429383808	0.9383386	50.801068322135954	20.30037455237105	28.522188205266996	30.72127920761673
63849984552694656	2.8271302386765083	0.9076082	57.8046828147761	22.11045827321683	11.293150975169699	-11.449731246176114
69435915937134976	2.2331225974937308	0.8127137	54.66858351657099	26.050702149361303	-13.425077560543663	-16.08747646572878
67596810941163264	0.00014945992881010284	0.9713859	53.82720108875651	22.610658309376916	22.039058820088947	-26.449169289209564
64211071041763200	2.5101390945436304	0.82500374	54.86240521018777	21.330624313707144	28.990433510327463	6.782143590631665
58796388591105152	0.7664481113224557	0.764697	48.564585340596615	18.34203947725261	-7.001723860424223	-16.49589556985864
67834992647195520	2.0416701066840606	0.75528866	54.12374031743432	23.912573667029683	26.17179668647529	-15.707459481815441
58931010046022400	2.5698672729351397	0.90575385	46.61746118298155	18.392280939451503	6.777732347151869	5.599620044436077
62067813643171840	1.6979047585453166	0.72139865	49.98203864049563	21.516374276908635	16.921744282686475	-17.380255529260808
59106863187008768	2.407468618550844	0.81498635	47.69032628964717	19.322471791356925	29.236509579337817	-17.291897458565444
59306252749168128	1.9066340696929984	0.7210507	50.25575586632378	19.47601541430869	63.90285934299946	-55.96185641602165
68224769519383936	2.8522084192894273	0.8758482	54.92650638124872	24.071035325278086	2.8930652809854123	-8.5018090809841
66584710489413504	2.2465545496049444	0.95465297	58.526716850171944	24.36069798566173	9.456181636525663	-12.968503910512622
64993270486684416	-0.14589764960656204	0.9299798	56.92530593390367	23.54373489994494	-4.040799191002089	-22.589407729041902
65158506467802112	0.3044265877392256	0.9015342	55.37739276523982	23.801276779821922	46.70967864317252	-33.60434014288321
65249864715344640	1.2018814771168298	0.7405883	55.73271789314188	23.876318899181303	-9.269550925147241	-1.5622807738112954
63077130956315520	0.9467684874927613	0.5770156	56.22100406430635	19.830565819270614	24.902398161453675	-13.63753813660597
67047330006295936	-0.212159716761672	0.9568095	59.299282415712746	25.28287006647341	2.5722731546603583	8.524538560843178
2801675306837672704	2.3513961247276622	0.79413474	11.365546276223865	21.074305008095482	-9.274130435049468	-33.523983463992735
2801730076260644480	1.5158871384564314	0.6865819	11.687082238736746	21.62423925145451	53.01954297109651	-19.709701403186184
2809110097090578048	2.29454420927153	0.9192027	12.507407239332997	28.368770921829576	8.93337317368541	15.338698649816825
2809113807942320896	2.484063647687128	0.8130903	12.767248794587106	28.41395870520244	-2.2671596274056403	-20.232928956383446
2802409673230418816	1.4067821886253231	0.92821336	10.393624788830307	21.300643098482123	-17.090131246395813	-12.894211647099453
2806063389024749696	0.2060713835293999	0.91711915	8.165395268250327	23.19353092102259	127.75009826773969	23.493707070853056
2802575291464675712	1.2435442645109944	0.96505237	10.854479661871823	22.269877978025303	-2.1537042933783375	-17.698057044677423
