Gaia source id,SIMBAD,RA,DEC,SpType,Teff,parallax,parallax_error,ruwe,distance,E_distance,e_distance,Luminosity,E_Luminosity,e_Luminosity,Vickers category
4508727788268978176,IRAS 18385+1350,18:40:51.8,+13:52:51,,,0.02914,0.08045,0.9762,7.388,2.5370002,1.9050002,1037.0,835.0,465.8,1
4072427555640528000,IRAS 18384-2800,18:41:37.0,-27:57:01,F2/3Ia,3.85,0.1104,0.02714,1.346,6.999,1.2549996,1.177,37300.0,14600.0,11500.0,1
4253622708258596736,IRAS 18420-0512,18:44:41.7,-05:09:15,,,-0.3288,0.2067,1.105,7.554,2.646,2.0949998,7248.0,5952.0,3463.0,2
4266422531037747200,IRAS 18454+0001,18:48:01.2,+00:04:50,,,0.6331,0.7057,1.204,4.631,2.409,2.191,1244.0,1630.0,898.6,2
4285847607265349632,IRAS 18485+0642,18:50:59.7,+06:46:00,,,0.5022,0.514,1.706,3.507,1.6880002,1.509,1414.0,1690.0,954.9,1
4252449701157768960,IRAS 18489-0629,18:51:39.2,-06:26:06,,,-0.01815,0.05595,2.337,10.11,2.6500006,1.8589993,41000.0,24300.0,13700.0,1
4203848980711226112,Cl* NGC6712SSC26,18:53:05.7,-08:42:36,,,0.08902,0.01565,0.7811,7.633,0.6180005,0.7129998,699.1,117.900024,124.5,2
4282499452616310912,IRAS 18539+0549,18:56:22.7,+05:53:00,,,0.9055,0.02348,1.1,1.083,0.031000018,0.02699995,39.84,2.329998,1.9000015,2
4265817151122002688,IRAS 18582+0001,19:00:49.0,+00:06:14,,,0.003407,0.4721,1.057,5.817,3.1840005,2.4029999,5143.0,7157.0,3372.0,1
4080575933190651008,IRAS 19016-2330,19:04:43.5,-23:26:10,,,1.081,0.2845,6.334,1.017,0.4280001,0.21049994,287.7,293.09998,106.90001,3
6715619076008049792,LSE 148,19:07:07.9,-41:43:18,B5,4.18,0.8592,0.04907,1.093,1.13,0.060000062,0.052999973,1253.0,138.0,115.0,1
4293369057089082112,IRAS 19075+0432,19:09:59.8,+04:37:09,,,0.1613,0.02678,1.119,4.898,0.7870002,0.6039996,5326.0,1849.0,1233.0,2
4264026012336768000,IRAS 19114+0002,19:13:58.7,+00:07:32,G2Ia,3.73,0.1893,0.02056,0.9219,4.432,0.3499999,0.3540001,181000.0,30000.0,28000.0,1
4520072476226779520,IRAS 19134+2131,19:15:35.1,+21:36:34,,,0.1327,0.8163,1.601,5.751,2.8709998,2.4959998,2844.0,3549.0,1933.1,1
6435349718091211264,LSE 237,19:18:49.1,-64:35:32,B5,4.18,0.06935,0.03756,0.8585,7.728,1.9970002,1.4700003,1553.0,906.0,535.0,1
4515084168071571840,IRAS 19181+1806,19:20:24.8,+18:11:43,,,0.4675,0.5591,2.219,5.192,2.8770003,2.9889998,727.9,1030.1,596.80005,2
2049984454412871296,IRAS 19200+3457,19:21:55.3,+35:02:57,B8,4.06,0.02547,0.01907,1.066,10.31,1.9699993,1.3220005,7231.0,3069.0,1738.0,2
4516723883521069952,IRAS 19207+2023,19:22:55.9,+20:28:55,F6I,3.8,-0.4114,0.1309,8.057,9.874,3.8060007,2.6849995,5655.0,5245.0,2658.0,1
2018131400704379648,IRAS 19255+2123,19:27:43.9,+21:30:04,,,0.1666,0.109,1.004,4.883,2.263,1.5149999,4293.0,4899.0,2252.0,3
6744366945682210560,IRAS 19288-3419,19:32:06.8,-34:12:59,W4,5.068,-0.521,0.4603,13.91,5.77,3.9249997,2.025,194.7,355.2,112.64,3
4318134628803970816,IRAS 19306+1407,19:32:54.9,+14:13:36,B0-1I,4.49,0.08498,0.05867,1.688,7.135,2.0609999,1.7260003,8501.0,5599.0,3615.0,1
2025220089635846528,IRAS 19309+2646,19:32:57.6,+26:52:45,,,0.1796,0.1326,1.869,4.968,2.289,1.3209999,2542.0,2883.0,1172.0,3
1825500124644105728,IRAS 19312+1950,19:33:24.2,+19:56:57,,,0.4226,0.2392,1.062,2.788,1.467,0.7490001,8000.0,10600.0,3723.0,2
2032744769234150016,IRAS 19327+3024,19:34:45.3,+30:30:57,W9,4.643,0.6184,0.03244,0.9284,1.562,0.06799996,0.07099998,6211.0,556.0,553.0,3
2032364166432389760,IRAS 19343+2926,19:36:18.8,+29:32:49,B0,4.49,0.6285,0.09252,1.606,1.574,0.23000002,0.18799996,2156.0,675.0,485.0,1
4301238979044890496,IRAS 19356+0754,19:38:01.2,+08:01:32,,,0.3179,0.09354,2.418,3.295,1.1349998,0.819,781.8,631.2,340.5,1
2020388045260203008,IRAS 19374+2359,19:39:35.7,+24:06:28,B4,4.22,-1.162,0.4654,1.873,5.186,2.402,2.0749998,15000.0,17100.0,9599.0,1
2022052808961769088,IRAS 19376+2622,19:39:43.3,+26:29:35,,,0.4983,0.1518,2.686,2.501,1.1030002,0.82799995,2896.0,3117.0,1600.0,3
4240112390324832384,IRAS 19386+0155,19:41:08.3,+02:02:30,F5Ib,3.81,0.3238,0.1616,11.59,3.631,1.9580002,1.1890001,7253.0,9947.0,3974.0,1
4318934003785783680,IRAS 19396+1637,19:41:57.0,+16:44:39,M7,3.47,0.9735,0.1033,5.74,1.036,0.11800003,0.101800025,1930.0,468.0,359.0,3
2049034819957965312,IRAS 19410+3733,19:42:53.0,+37:40:42,F3Ib,3.83,1.042,0.01964,1.082,0.9452,0.018999994,0.024100006,1016.0,41.0,51.200012,2
2031794791233840128,IRAS 19454+2920,19:47:24.8,+29:28:11,A0,3.99,0.09847,0.02496,1.048,6.83,1.3330002,0.94299984,18300.0,7800.0,4700.0,1
2033763428091006720,IRAS 19475+3119,19:49:29.4,+31:27:16,F3Ibe,3.83,0.3159,0.0209,1.429,2.971,0.16499996,0.18499994,22300.0,2500.0,2700.0,1
2020571869841643392,IRAS 19477+2401,19:49:55.0,+24:08:55,F5I,3.81,0.5634,0.6163,2.321,4.139,2.0570002,1.9459999,4317.0,5356.0,3105.0,1
2026709201998745472,IRAS 19480+2504,19:50:08.3,+25:11:59,C-rich,,0.6965,0.342,1.006,3.36,2.2700002,1.749,4685.0,8515.0,3608.0,1
6871175064823382912,IRAS 19500-1709,19:52:52.7,-17:01:49,F4Ia,3.82,0.3992,0.03077,1.009,2.31,0.171,0.14499998,5460.0,839.0,665.0,1
2074302426124470656,IRAS 19589+4020,20:00:42.9,+40:29:09,F5I,3.81,-0.4688,0.1624,10.96,10.03,4.37,3.0049996,5231.0,5569.0,2665.0,1
6879196723703009920,IRAS 19590-1249,20:01:49.9,-12:41:17,B1Ibe,4.42,0.1517,0.02611,0.9832,4.734,0.6799998,0.5840001,1748.0,539.0,405.0,1
2034134414507432064,IRAS 20000+3239,20:01:59.5,+32:47:32,G2I,3.73,0.2049,0.04932,2.246,4.581,1.494,0.88499975,10300.0,7800.0,3594.0,1
2030200671149815424,IRAS 20004+2955,20:02:27.2,+30:04:25,G7Ia,3.67,0.239,0.01777,0.9075,3.723,0.26499987,0.23699999,52200.0,7700.0,6400.0,1
4190636669164572928,IRAS 20023-1144,20:05:05.3,-11:35:58,F2II,3.85,1.336,0.02713,0.8088,0.7274,0.015599966,0.013400018,1763.0,76.0,64.0,2
2055174630333744384,IRAS 20042+3259,20:06:10.6,+33:07:51,,,0.4091,0.0366,1.179,2.288,0.19799995,0.18900013,110.0,19.699997,17.46,1
2060806470651334912,IRAS 20094+3721,20:11:16.6,+37:30:52,,,0.5297,0.01142,1.029,1.787,0.038000107,0.04099989,1412.0,61.0,64.0,2
1803364717856260736,IRAS 20136+1309,20:16:00.6,+13:18:56,F5I,3.81,0.2793,0.07409,4.92,3.7,1.5649998,0.80999994,958.1,982.9,373.3,1
2060616220769708672,IRAS 20145+3656,20:16:26.3,+37:06:09,B,4.26,-0.1499,0.07448,3.182,9.392,2.578,1.7660003,59700.0,37200.0,20300.0,3
1836195688380634368,IRAS 20160+2734,20:18:05.9,+27:44:04,F3Ie,3.83,0.3908,0.01603,1.041,2.317,0.09300017,0.07999992,4076.0,331.0,277.0,1
2054521833963867008,IRAS 20174+3222,20:19:27.9,+32:32:16,,,0.1238,0.04403,1.365,5.16,1.3590002,0.88499975,2076.0,1239.0,650.0,1
2056435602670418688,IRAS 20244+3509,20:26:25.0,+35:19:13,,,0.5285,0.02617,1.144,1.694,0.074,0.062999964,298.6,26.299988,22.0,2
1859190569633451648,IRAS 20406+2953,20:42:45.9,+30:04:08,,,0.21,0.116,2.219,3.864,1.3809998,0.87600017,4643.0,3912.0,1867.0,3
1869422453048750336,IRAS 20462+3416,20:48:16.6,+34:27:23,B1,4.42,0.172,0.01844,1.235,4.72,0.34700012,0.36799955,4411.0,673.0,662.0,1
2193902559325301760,IRAS 20490+5934,20:50:13.4,+59:45:50,A3e,3.95,2.062,0.01551,0.8655,0.4819,0.0034999847,0.003700018,151.4,2.2000122,2.2999878,2
2197298400984984064,IRAS 20559+6416,20:56:53.5,+64:28:32,,,2.241,0.02946,1.813,0.4394,0.005800009,0.0063000023,50.0,1.3400002,1.4099998,2
1731164844433296128,IRAS 20547+0247,20:57:16.3,+02:58:43,,,0.1891,0.05391,3.259,4.774,1.092,0.9330001,12300.0,6200.0,4347.0,2
2168803045330976768,IRAS 20572+4919,20:58:55.6,+49:31:15,F3Ie,3.83,1.577,0.01242,0.9983,0.623,0.005199969,0.0038000345,118.4,2.0,1.5,2
2179471159976791168,IRAS 21289+5815,21:30:22.8,+58:28:52,A9,3.88,1.011,0.0196,1.362,0.9645,0.016900003,0.016600013,22.33,0.7800007,0.77000046,2
6831062200578042624,PHL 1580,21:30:25.2,-19:22:33,,,3.156,0.01847,0.9539,0.3142,0.0015999973,0.0015000105,2.369,0.02399993,0.022000074,1
6616993471402951680,BPS CS29493-0046,21:50:05.8,-30:49:11,B,4.26,0.0504,0.03986,0.9237,14.8,4.5600004,6.5390005,615.8,437.2,424.0,2
6824212243136821248,PHL 174,21:50:48.6,-19:42:00,B3,4.26,0.06318,0.03521,1.022,8.438,1.9720001,1.6629996,603.1,315.60004,214.39996,1
1976077657917533952,IRAS 21546+4721,21:56:33.1,+47:36:13,,,0.02824,0.02802,1.818,9.781,1.7889996,1.5450001,2009.0,802.0,585.0,1
2005246464463628800,IRAS 22023+5249,22:04:12.2,+53:03:59,B1,4.42,0.1731,0.01843,1.22,5.279,0.5750003,0.48099995,4264.0,979.0,742.0,1
1958757291756223104,IRAS 22223+4327,22:24:31.3,+43:43:12,F7I,3.79,0.3325,0.02593,1.685,2.678,0.20099998,0.13100004,2338.0,363.0,223.0,1
2006425553228658816,IRAS 22272+5435,22:29:10.4,+54:51:07,G5Ia,3.7,0.686,0.0282,1.184,1.41,0.055000067,0.05400002,6166.0,489.0,463.0,1
2594762641717531008,IRAS 22327-1731,22:35:27.5,-17:15:26,A0III,3.99,1.385,0.05579,2.313,0.7022,0.028100014,0.022000015,182.0,14.800003,11.300003,1
6385794694664872320,CD-68 2300,22:40:48.1,-67:41:18,B8,4.06,0.7035,0.02207,0.9883,1.39,0.049000025,0.046000004,2472.0,180.0,161.0,2
1932229409071269248,BD+39 4926,22:46:11.2,+40:06:26,B8,4.06,0.1801,0.03703,2.188,4.77,0.9840002,0.73600006,4050.0,1844.0,1154.0,1
2015785313459952128,IRAS 23304+6147,23:32:44.7,+62:03:51,G2Ia,3.73,0.2366,0.02796,1.586,3.98,0.40999985,0.36000013,5242.0,1138.0,904.0,1
