local_id,ref_number,magcal_magdep,magcal_magdep_rms,limiting_mag_local,pos.ra,pos.dec,fwhm_world,ellipticity,theta_j2000,iso_area_world,aflags,bflags,local_bin_reject_flag,series,platenum,mosnum,solnum,expnum,image_x,image_y,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,magcal_local_error,drad_rms2,extinction,magcor_local,blended_mag,a2flags,b2flags,npoints_local,local_bin_index,spatial_bin,magdep_bin,mag_iso,mag_aper,mag_auto,flux_iso,background,flux_max,fwhm_image,kron_radius,sxt_iso0,sxt_iso1,sxt_iso2,sxt_iso3,sxt_iso4,sxt_iso5,sxt_iso6,sxt_iso7,time_accuracy,catalog_ra,catalog_dec,pm_ra_cosdec,pm_dec,plate_dist,sxt_number,gsc_bin_index,dasch_photdb_version_id,dasch_mask_index,reject,exp_local_id,year
4084,420061551442725,12.06624,0.083533,12.888961,301.565304,44.457593,0.009598,0.421,-2.14,9.9e-05,0,1349453824,0,rh,13098,0,0,0,13464.924,9709.193,12.532848,0.123518,12.111809,0.117758,0.12753,1.869624,0.408,0.017611,,0,0,88,1138,3,1436,-12.1695,-10.0388,-12.2726,73753.35,2896.558,2653.503,8.13,3.5,71,63,49,43,34,29,17,7,0.0007,301.56464,44.45702,-11.2,-9.2,5.7971,371815,143663284,10,0,0,14677,1945.5895856125937
4087,420061551442725,12.337414,,13.623633,301.565122,44.456897,0.006178,0.216,-5.8,6.6e-05,0,1349451776,0,rh,13103,0,0,0,13232.999,9672.264,12.746227,0.144437,12.337414,0.099018,0.120723,1.438378,0.384,0.022273,,0,0,188,1138,3,1759,-11.8413,-10.0378,-11.8634,54514.33,3230.051,2793.779,5.23,3.5,47,40,40,33,25,21,14,8,0.0007,301.56464,44.45702,-11.2,-9.2,5.5979,403301,143663284,10,0,0,14684,1945.5925226830939
4091,420061551442725,12.206565,0.076858,13.558676,301.564577,44.457172,0.008522,0.324,-13.54,8.8e-05,0,1349453824,0,rh,13109,0,0,0,13874.106,9708.175,12.692803,0.141293,12.245133,0.133643,0.145858,2.634161,0.425,0.011494,,0,0,199,1139,3,1760,-11.9939,-9.7533,-12.0586,62742.95,3039.596,1956.644,7.22,3.54,63,55,50,44,35,31,22,11,0.0007,301.56464,44.45702,-11.2,-9.2,6.2687,365078,143663284,10,0,0,14690,1945.5927900342228
4093,420061551442725,12.220468,0.110065,13.528499,301.564608,44.457129,0.008032,0.272,1.04,8.5e-05,0,1349453824,0,rh,13113,0,0,0,13324.879,9790.406,12.66255,0.152729,12.247376,0.125217,0.141353,1.755599,0.409,0.011254,,0,0,174,1138,3,1363,-11.9032,-9.8943,-11.9124,57712.89,3052.881,2286.309,6.8,3.5,61,56,46,36,30,25,19,8,0.0007,301.56464,44.45702,-11.2,-9.2,5.6127,341797,143663284,10,0,0,14696,1945.5950388199867
4094,420061551442725,12.266063,,13.786008,301.564932,44.456971,0.006299,0.19,-11.93,8.8e-05,0,1349451776,0,rh,13116,0,0,0,13680.217,9914.947,12.617253,0.136836,12.266063,0.113687,0.143724,1.726338,0.388,-0.037318,,0,0,300,1139,3,1760,-12.0806,-10.1232,-12.1254,67960.98,3233.889,2805.339,5.33,3.5,65,56,46,36,30,25,18,10,0.0007,301.56464,44.45702,-11.2,-9.2,6.0443,428631,143663284,10,0,0,14698,1945.59533650924
4100,420061551442725,12.359539,,13.050254,301.564641,44.45715,0.008533,0.47,-8.01,9.9e-05,0,1349451776,0,rh,13122,0,0,0,13634.838,9592.742,12.769285,0.133058,12.359539,0.120714,0.111814,1.392687,0.398,0.018858,,0,0,106,1088,3,1760,-12.0686,-9.8886,-12.1153,67208.44,3063.453,2244.722,7.23,3.5,72,68,56,43,39,30,23,10,0.0007,301.56464,44.45702,-11.2,-9.2,6.0275,369216,143663284,10,0,0,14715,1945.6060201067767
4101,420061551442725,12.475353,,13.459448,301.564565,44.456879,0.022013,0.581,-57.17,0.000192,0,1349451776,0,ac,39124,0,0,0,7845.298,17981.287,12.895283,0.215497,12.475353,0.17213,0.167773,3.78878,0.385,0.05017,,0,0,190,2022,5,2402,-11.4048,-8.2618,-11.642,36468.46,4015.915,1002.359,12.31,3.5,60,53,46,39,35,22,13,7,0.0007,301.56464,44.45702,-11.2,-9.2,12.9415,531760,143663284,10,0,0,14716,1945.606204027379
4106,420061551442725,12.282873,0.198482,13.388523,301.564509,44.456101,0.019375,0.299,-86.21,0.000264,0,1349453824,0,ac,39129,0,0,0,8049.106,9701.882,12.779921,0.196762,12.37933,0.188984,0.186395,6.407516,0.393,0.010639,,0,0,238,1123,1,1844,-11.651,-8.2515,-11.668,45749.59,4103.247,1081.736,10.33,5.52,76,75,62,53,43,28,18,11,0.0007,301.56464,44.45702,-11.2,-9.2,2.6868,253747,143663284,10,0,0,14730,1945.6090273210125
4111,420061551442725,12.057637,,13.09815,301.563668,44.456831,0.012623,0.258,-3.66,9.9e-05,128,1479475200,0,rh,13134,0,0,0,13836.145,9947.3,12.439362,0.156241,12.057637,0.127238,0.129373,2.045335,0.409,-0.027275,,0,0,133,1139,3,1382,-11.5451,-9.3852,-11.9794,41500.77,3139.951,1408.049,10.69,4.78,68,58,48,34,26,15,11,5,0.006944,301.56464,44.45702,-11.2,-9.2,6.2172,431126,143663284,10,0,0,14745,1945.6168875947983
4115,420061551442725,12.36304,,13.732595,301.564844,44.456931,0.008603,0.327,-17.18,8.5e-05,0,1349451776,0,rh,13143,0,0,0,13196.271,8576.741,12.808527,0.16692,12.36304,0.081496,0.152153,2.162978,0.403,0.045535,,0,0,214,987,3,1813,-11.9183,-9.7546,-11.8459,58521.24,2955.954,2106.224,7.29,3.5,61,53,47,42,33,28,15,11,0.0007,301.56464,44.45702,-11.2,-9.2,5.9966,289050,143663284,10,0,0,14757,1945.62237299384
4116,420061551442725,12.468854,,13.307567,301.563506,44.457174,0.021413,0.497,-31.92,0.000199,0,1349451776,0,ac,39140,0,0,0,7737.321,17636.367,12.781265,0.200874,12.468854,0.20299,0.167917,4.776966,0.399,-0.072873,,0,0,165,2022,5,2402,-11.299,-7.8533,-11.5403,33081.31,3871.199,909.4666,11.94,4.87,62,58,51,44,36,24,17,7,0.0007,301.56464,44.45702,-11.2,-9.2,12.3636,542123,143663284,10,0,0,14759,1945.6223872142368
4117,420061551442725,12.34205,,13.00774,301.564453,44.456953,0.006058,0.198,-13.3,7e-05,0,1349451776,0,rh,13146,0,0,0,13615.526,10136.408,12.81431,0.152275,12.34205,0.129787,0.123356,1.549148,0.385,0.071512,,0,0,133,1189,3,1778,-11.8094,-9.9778,-11.8253,52935.13,3106.523,2472.028,5.13,3.5,52,44,39,33,26,20,15,9,0.0007,301.56464,44.45702,-11.2,-9.2,5.9174,379683,143663284,10,0,0,14762,1945.6225057221084
4120,420061551442725,12.235237,0.110788,13.258652,301.564504,44.457197,0.008367,0.308,-12.6,9.2e-05,0,1349453824,0,rh,13152,0,0,0,13687.972,9964.445,12.712699,0.142276,12.265491,0.109044,0.113438,1.189177,0.4,0.043144,,0,0,152,1139,3,1382,-12.2056,-10.0138,-12.1997,76248.6,3102.696,2497.197,7.08,3.5,65,60,54,42,33,30,21,11,0.0007,301.56464,44.45702,-11.2,-9.2,6.0396,316006,143663284,10,0,0,14765,1945.6251185352505
4123,420061551442725,12.290749,,13.925376,301.564441,44.456877,0.007851,0.323,-4.95,8.5e-05,0,1349451776,0,rh,13155,0,0,0,13738.828,9943.002,12.655297,0.146612,12.290749,0.120327,0.145969,2.108653,0.387,-0.016864,,0,0,296,1139,3,1778,-12.1347,-10.0062,-12.306,71428.32,3001.9,2577.573,6.65,4.91,61,60,45,43,34,26,21,8,0.0007,301.56464,44.45702,-11.2,-9.2,6.1039,329217,143663284,10,0,0,14768,1945.6252133388093
4124,420061551442725,12.401383,,13.235328,301.564706,44.4573,0.008507,0.301,-16.83,7.9e-05,0,1349451776,0,rh,13158,0,0,0,13595.073,10336.71,12.806055,0.136026,12.401383,0.098167,0.118158,1.376621,0.384,0.014576,,0,0,161,1189,3,1850,-11.8629,-9.8813,-11.944,55609.49,3115.301,2166.734,7.21,3.5,57,51,40,36,31,23,17,10,0.0007,301.56464,44.45702,-11.2,-9.2,5.8559,392242,143663284,10,0,0,14771,1945.625308142368
4128,420061551442725,12.405619,,14.091755,301.565084,44.456971,0.009654,0.384,-2.14,8.2e-05,0,1349451776,0,rh,13163,0,0,0,13755.291,10039.427,12.770999,0.147062,12.405619,0.094685,0.155128,2.075801,0.398,-0.02246,,0,0,369,1139,3,1778,-11.9353,-9.8724,-12.0668,59446.96,3053.375,2115.361,8.17,3.5,59,51,44,35,27,22,17,10,0.0007,301.56464,44.45702,-11.2,-9.2,6.1031,335368,143663284,10,0,0,14779,1945.627860281999
4133,420061551442725,12.221931,0.139499,13.733632,301.564849,44.457028,0.008456,0.289,-8.19,9.5e-05,0,1349453824,0,rh,13169,0,0,0,13608.836,10192.754,12.61012,0.170687,12.300758,0.106463,0.156929,3.010769,0.419,-0.10405,,0,0,253,1189,3,1778,-11.6889,-9.6163,-11.7473,47377.42,3478.228,1689.968,7.16,3.5,68,60,47,40,31,28,19,9,0.0007,301.56464,44.45702,-11.2,-9.2,5.8967,701866,143663284,10,0,0,14790,1945.6309945160851
4134,420061551442725,12.484493,,12.985964,301.56517,44.456499,0.017819,0.615,-50.13,0.000114,0,1349451776,0,ac,39156,1,0,0,13747.541,10662.373,12.839359,0.252642,12.484493,0.237822,0.180602,3.359524,0.385,-0.023022,,0,0,160,1239,3,1868,-10.925,-7.9786,-11.4188,23443.26,4114.957,937.3153,9.72,4.64,34,33,30,27,21,18,15,7,0.0007,301.56464,44.45702,-11.2,-9.2,9.4085,138059,143663284,10,0,0,14794,1945.6335077782344
4136,420061551442725,12.18144,,14.200737,301.565466,44.45715,0.009493,0.054,-52.09,0.000109,0,1349451776,0,rh,13173,0,0,0,12945.247,10254.796,12.65578,0.134382,12.18144,0.09036,0.152439,2.028023,0.421,0.061468,,0,0,272,1187,2,1435,-12.169,-9.878,-12.3401,73722.91,2874.761,2235.141,8.02,4.14,78,70,57,47,36,27,15,5,0.0007,301.56464,44.45702,-11.2,-9.2,5.1124,378220,143663284,10,0,0,14796,1945.6337305681038
4138,420061551442725,12.28506,0.117315,15.612532,301.564291,44.457134,0.007725,0.213,-31.47,0.000109,0,1349454848,0,rh,13177,0,0,0,6496.351,10132.339,12.825318,0.178674,12.362149,0.097783,0.156098,1.635073,0.387,0.075661,,0,0,788,1168,1,1374,-12.6373,-10.2684,-12.7381,113480.1,4870.753,2911.13,6.5,3.5,77,71,62,54,45,40,28,16,0.0007,301.56464,44.45702,-11.2,-9.2,2.8086,305347,143663284,10,0,0,14805,1945.6525216810405
4150,420061551442725,12.312481,,12.937645,301.564818,44.458454,0.018829,0.281,-80.63,0.000382,0,1349451778,0,ai,39687,0,0,0,8414.363,14545.308,12.511255,0.285654,12.312481,0.160102,0.232489,10.498841,0.385,-0.13949,,0,0,297,1624,1,1909,-10.2135,-6.5782,-10.9623,12173.54,5053.9,777.4229,4.72,5.59,23,19,13,10,10,7,6,3,0.0007,301.56464,44.45702,-11.2,-9.2,14.466,463947,143663284,10,0,0,14828,1945.6634715044493
4155,420061551442725,12.370456,,13.174269,301.565586,44.457696,0.031581,0.744,-47.33,0.000388,1048576,1349386240,0,ac,39174,0,0,0,7983.037,18034.654,12.715785,0.190874,12.370456,0.157757,0.124198,4.701777,0.385,-0.019351,12.26,0,0,66,2072,5,1988,-12.374,-8.2246,-12.5578,89045.1,3874.875,1347.166,17.65,3.5,122,113,93,74,66,46,34,11,0.0007,301.56464,44.45702,-11.2,-9.2,13.028,502103,143663284,10,0,0,14843,1945.67167389733
4156,420061551442725,12.547094,,13.240815,301.563618,44.456349,0.017712,0.057,-59.62,0.000384,0,1349451779,0,ai,39692,0,0,0,11171.096,10797.565,12.798324,0.279607,12.547094,0.270756,0.239923,11.816338,0.391,-0.089478,,0,0,406,1232,1,1799,-10.5199,-7.0114,-10.8479,16142.02,5475.975,1144.295,4.33,4.06,20,17,16,13,10,7,6,2,0.0007,301.56464,44.45702,-11.2,-9.2,10.2793,401119,143663284,10,0,0,14844,1945.671807572896
4157,420061551442725,12.437797,,13.459709,301.564886,44.457229,0.006949,0.384,-14.09,6e-05,0,1349451776,0,rh,13208,0,0,0,13401.565,10396.724,12.838748,0.143949,12.437797,0.110076,0.137396,1.423567,0.39,-0.002765,,0,0,171,1188,3,1849,-11.5577,-9.7948,-11.5057,41984.6,3200.032,2039.808,5.88,3.5,43,42,39,31,28,23,13,7,0.0007,301.56464,44.45702,-11.2,-9.2,5.62,383800,143663284,10,0,0,14845,1945.6718094674877
4159,420061551442725,12.290965,,12.856743,301.564009,44.45687,0.007618,0.357,10.65,8.1e-05,0,1349451776,0,rh,13214,0,0,0,13390.881,10082.48,12.714222,0.150879,12.290965,0.095602,0.091449,1.599278,0.484,-0.056679,,0,0,96,1138,3,1777,-11.8601,-9.8649,-11.8952,55467.42,3230.647,2416.387,6.45,3.5,60,54,48,38,27,19,13,7,0.0007,301.56464,44.45702,-11.2,-9.2,5.6673,354291,143663284,10,0,0,14848,1945.6721014620125
4162,420061551442725,12.283006,0.102215,14.093534,301.564854,44.456872,0.007625,0.267,-11.64,8e-05,0,1349453824,0,rh,13223,0,0,0,13200.685,10184.058,12.749183,0.137663,12.336709,0.100551,0.158279,2.01132,0.385,0.024934,,0,0,186,1187,2,1849,-12.1083,-10.0963,-12.1912,69711.54,3053.905,2501.819,6.46,3.5,57,52,44,39,32,25,22,12,0.0007,301.56464,44.45702,-11.2,-9.2,5.3675,356390,143663284,10,0,0,14852,1945.6744013880898
4167,420061551442725,12.321667,,12.915295,301.565251,44.457268,0.007658,0.443,-13.17,4.6e-05,0,1349451776,0,rh,13239,0,0,0,13335.613,10200.054,12.67498,0.198245,12.321667,0.136109,0.125546,2.211864,0.385,-0.036767,,0,0,94,1188,3,1849,-10.8885,-9.2046,-11.029,22667.25,2976.234,1263.841,6.48,4.2,33,30,25,21,17,14,9,6,0.0007,301.56464,44.45702,-11.2,-9.2,5.5224,328067,143663284,10,0,0,14861,1945.677190499658
4174,420061551442725,12.341951,,13.726941,301.565111,44.457165,0.007271,0.171,-25.87,8.2e-05,0,1349451776,0,rh,13264,0,0,0,13378.455,10217.534,12.680305,0.15934,12.341951,0.092621,0.129639,2.028185,0.405,-0.043278,,0,0,195,1188,3,1850,-11.9676,-9.97,-11.9104,61240.64,2977.276,2334.109,6.15,3.5,59,52,48,40,32,27,19,10,0.0007,301.56464,44.45702,-11.2,-9.2,5.5708,400735,143663284,10,0,0,14882,1945.6828189568785
4177,420061551442725,12.238956,,12.904219,301.564021,44.456743,0.010332,0.398,-28.89,6.7e-05,0,1349451776,0,rh,13273,0,0,0,13322.924,9906.994,12.535354,0.180095,12.238956,0.12488,0.13834,2.764803,0.391,-0.074282,,0,0,104,1138,3,1759,-10.9841,-8.9471,-11.2048,24754.07,3601.391,1005.96,8.74,3.5,48,45,38,28,24,15,13,6,0.0007,301.56464,44.45702,-11.2,-9.2,5.6309,287833,143663284,10,0,0,14888,1945.6854649089662
4179,420061551442725,12.4033,,13.098448,301.564672,44.457403,0.00659,0.27,-18.07,5.3e-05,0,1349451776,0,rh,13278,0,0,0,13538.158,10371.659,12.870119,0.158569,12.4033,0.096385,0.108682,1.954629,0.442,0.017199,,0,0,111,1188,3,2264,-11.0209,-9.3076,-11.1789,25606.45,3141.482,1391.458,5.58,4.44,38,35,30,26,22,14,10,5,0.0007,301.56464,44.45702,-11.2,-9.2,5.7863,434598,143663284,10,0,0,14894,1945.685669683778
4180,420061551442725,12.432861,,13.268751,301.56395,44.456705,0.025332,0.617,-60.69,0.000266,0,1349451776,0,ac,39198,0,0,0,8041.627,17894.1,12.809052,0.186825,12.432861,0.11728,0.134537,3.704771,0.386,-0.011333,,0,0,117,2022,5,1988,-11.7395,-8.0468,-11.8284,49637.32,3780.739,1079.376,14.14,3.86,83,78,65,60,50,40,28,10,0.0007,301.56464,44.45702,-11.2,-9.2,12.7653,620921,143663284,10,0,0,14897,1945.6880312251878
4181,420061551442725,12.259345,0.123425,13.581898,301.564819,44.457028,0.009783,0.431,-14.28,7.5e-05,0,1349453824,0,rh,13286,0,0,0,13180.503,10238.337,12.716541,0.146909,12.313169,0.101489,0.165393,3.530709,0.384,0.028008,,0,0,109,1187,2,1849,-11.7464,-9.694,-11.8257,49953.74,3103.228,1808.766,8.28,3.5,52,50,42,38,32,26,14,12,0.0007,301.56464,44.45702,-11.2,-9.2,5.3863,466656,143663284,10,0,0,14899,1945.6881004325805
4184,420061551442725,12.253557,,12.765571,301.564701,44.456864,0.007556,0.205,-24.39,8e-05,0,1349451776,0,rh,13289,0,0,0,13777.18,10090.593,12.637986,0.172717,12.253557,0.142553,0.103619,1.722247,0.416,-0.038683,,0,0,96,1139,3,1850,-11.6256,-9.5072,-11.7256,44692.16,2739.544,1663.867,6.4,3.5,57,52,42,35,29,25,16,8,0.0007,301.56464,44.45702,-11.2,-9.2,6.0634,401414,143663284,10,0,0,14905,1945.6883203750851
4185,420061551442725,12.180409,,12.859394,301.565317,44.457418,0.006686,0.184,32.46,5.7e-05,0,1349451776,0,rh,13296,0,0,0,13483.022,9758.468,12.735626,0.203458,12.180409,0.132136,0.13992,1.861275,0.385,0.152437,,0,0,105,1138,3,1850,-11.057,-9.3008,-11.1238,26471.96,2726.87,1371.964,5.66,3.5,41,34,30,26,17,14,8,5,0.0007,301.56464,44.45702,-11.2,-9.2,5.8048,383018,143663284,10,0,0,14911,1945.6935809828879
4202,420061551442725,12.418796,0.159633,13.392092,301.565889,44.456756,0.015245,0.398,-84.37,0.000108,0,1349453824,0,ac,39214,1,0,0,13695.817,10612.079,12.700355,0.262467,12.448125,0.223543,0.181759,4.00622,0.4,-0.143706,,0,0,269,1239,3,1868,-11.2078,-8.4628,-11.8314,30418.31,3663.853,1322.451,8.31,5.57,33,30,28,24,22,16,10,4,0.0007,301.56464,44.45702,-11.2,-9.2,9.3173,174974,143663284,10,0,0,14944,1945.7292048596853
4205,420061551442725,12.268023,0.066122,15.569856,301.564924,44.457123,0.008137,0.173,19.32,0.000138,0,1349453824,0,rh,13321,0,0,0,6468.232,10361.589,12.749856,0.154547,12.311418,0.17379,0.130552,1.837966,0.388,0.03977,,0,0,767,1168,1,1428,-12.8529,-10.3399,-12.8871,138407.9,4352.805,3130.333,6.85,3.5,98,94,79,68,59,43,37,21,0.0007,301.56464,44.45702,-11.2,-9.2,2.8066,355932,143663284,10,0,0,14956,1945.7373180013687
4207,420061551442725,12.591549,,14.041414,301.563321,44.457021,0.012583,0.464,55.84,0.000127,0,1349451776,0,ac,39217,1,0,0,14055.919,10945.768,13.062868,0.191634,12.591549,0.22031,0.190714,4.187551,0.481,-0.029493,,0,0,427,1240,3,2174,-11.0568,-8.4232,-11.1703,26468.48,4057.576,1264.896,6.88,3.5,39,36,33,27,24,18,13,9,0.0007,301.56464,44.45702,-11.2,-9.2,9.943,313254,143663284,10,0,0,14958,1945.7376223162216
4210,420061551442725,12.378307,,13.739163,301.565291,44.457326,0.00786,0.198,33.9,6.8e-05,0,1349451776,0,rh,13328,0,0,0,13323.459,10380.44,12.783965,0.127378,12.378307,0.10336,0.120704,2.691705,0.393,-0.004106,,0,0,191,1188,3,1777,-12.1747,-10.3593,-12.1984,74110.78,1801.25,3440.451,6.65,3.5,49,46,39,29,27,21,17,6,0.0007,301.56464,44.45702,-11.2,-9.2,5.4774,370612,143663284,10,0,0,14963,1945.7482789678297
4212,420061551442725,12.48062,,13.253092,301.565045,44.45731,0.007495,0.358,-23.53,7e-05,0,1349451776,0,rh,13339,0,0,0,13195.337,9761.471,12.907528,0.131533,12.48062,0.093267,0.146432,1.470978,0.419,0.00486,,0,0,65,1137,2,1849,-11.6407,-9.7962,-11.6358,45320.31,3047.621,1985.871,6.34,3.93,51,45,40,32,28,21,19,8,0.0007,301.56464,44.45702,-11.2,-9.2,5.5254,477115,143663284,10,0,0,14968,1945.7538599315533
4213,420061551442725,12.315539,0.097067,14.091889,301.564639,44.456933,0.006324,0.25,-6.63,8.1e-05,0,1349453824,0,rh,13341,0,0,0,13209.868,10237.976,12.815094,0.130645,12.354411,0.113602,0.168436,2.06091,0.439,0.018635,,0,0,165,1187,2,1849,-11.9759,-10.0765,-12.0619,61708.97,3001.055,2645.18,5.35,3.5,57,50,44,35,29,23,16,9,0.0007,301.56464,44.45702,-11.2,-9.2,5.4236,528204,143663284,10,0,0,14969,1945.7539206050644
4218,420061551442725,12.397472,,13.094323,301.564899,44.457255,0.008952,0.208,-13.87,9.8e-05,0,1349451776,0,rh,13359,0,0,0,13287.905,9755.327,12.783149,0.138422,12.397472,0.105124,0.135167,2.011257,0.39,-0.012451,,0,0,59,1137,2,1759,-11.9473,-9.8147,-11.9248,60108.83,3075.892,2012.241,7.58,3.5,71,67,57,46,37,28,22,10,0.0007,301.56464,44.45702,-11.2,-9.2,5.5811,432240,143663284,10,0,0,14978,1945.7591792388776
4220,420061551442725,12.554175,,13.396137,301.563783,44.457356,0.018514,0.362,-82.41,0.000334,0,1349451778,0,ai,39768,0,0,0,8614.421,14517.652,12.86339,0.293934,12.554175,0.309827,0.244149,10.563207,0.385,-0.033113,,0,0,371,1624,1,2309,-10.1004,-6.7049,-10.5297,10968.39,4164.935,837.7595,4.64,3.69,16,16,13,11,10,5,4,3,0.0007,301.56464,44.45702,-11.2,-9.2,14.3216,703319,143663284,10,0,0,14982,1945.7700463052709
4228,420061551442725,12.367348,,13.197807,301.56615,44.457983,0.016768,0.228,-44.51,0.000268,0,1349451776,0,ai,39790,1,0,0,11352.823,10676.104,12.766193,0.260649,12.367348,0.271185,0.209862,7.852743,0.39,0.024593,,0,0,694,1232,1,2216,-9.9238,-6.7999,-10.5407,9322.45,4978.322,937.0527,4.1,4.91,15,13,11,10,7,5,5,1,0.0007,301.56464,44.45702,-11.2,-9.2,11.0974,363930,143663284,10,0,0,15000,1945.7837479014374
4235,420061551442725,12.234216,,13.544012,301.563977,44.456746,0.009007,0.717,-87.95,2.7e-05,128,1349451776,0,ir,8160,0,0,0,7007.168,16921.549,11.632289,0.223896,12.234216,0.166762,0.158147,3.574844,0.206,-0.112475,,0,0,36,1920,4,1185,-12.2864,-10.7798,-12.5739,82139.07,4341.027,2061.65,18.07,4.71,107,98,72,53,32,21,14,6,0.0007,301.56464,44.45702,-11.2,-9.2,3.0624,340195,143663284,10,0,0,15021,1945.8248231348396
4236,420061551442725,12.366164,,14.339495,301.564753,44.457272,0.006628,0.369,-9.44,8.8e-05,512,1886322688,0,rh,13449,0,0,0,13446.496,10281.395,12.785448,0.137271,12.366164,0.091086,0.121687,1.73365,0.386,0.016012,,0,0,322,1188,3,1850,-12.2047,-10.282,-12.1989,76188.49,2972.323,3305.596,5.61,3.78,63,57,48,37,34,27,19,11,1.0,301.56464,44.45702,-11.2,-9.2,5.6381,441787,143663284,10,0,0,15023,1945.826138965092
4239,420061551442725,12.488116,0.147037,13.977204,301.565697,44.457369,0.01768,0.542,86.89,0.000203,0,1349453827,0,ac,39293,0,0,0,2477.415,10157.551,12.97594,0.164279,12.566483,0.159334,0.177588,4.833256,0.41,-0.008163,,0,0,401,1157,4,1838,-11.5719,-8.5886,-11.7161,42534.38,4262.523,1651.005,9.78,4.2,63,52,44,37,33,27,13,8,0.0007,301.56464,44.45702,-11.2,-9.2,11.6064,393146,143663284,10,0,0,15030,1945.8302722655717
4243,420061551442725,12.348932,0.164389,13.784243,301.566777,44.456965,0.024953,0.501,85.18,0.000403,0,1349453826,0,ac,39300,0,0,0,13726.763,18429.928,12.929282,0.169,12.431695,0.133917,0.168329,5.696498,0.442,0.013423,,0,0,194,2089,7,2012,-12.5289,-8.7216,-12.8664,102702.1,1367.13,1686.045,14.33,5.54,137,125,109,76,53,35,21,7,0.0007,301.56464,44.45702,-11.2,-9.2,16.2791,563879,143663284,10,0,0,15040,1945.8467533086923
4245,420061551442725,12.426442,,14.400415,301.5648,44.457354,0.020346,0.494,57.29,0.000298,0,1349451779,0,ac,39336,1,0,0,13882.42,10404.946,12.839228,0.165291,12.426442,0.164575,0.176044,4.862455,0.487,-0.110282,,0,0,325,1189,3,1850,-12.2473,-8.9476,-12.5197,79234.22,3695.109,2195.177,11.12,4.99,90,83,66,45,40,32,21,14,0.0007,301.56464,44.45702,-11.2,-9.2,9.7237,349687,143663284,10,0,0,15055,1945.904183318275
4247,420061551442725,12.47038,0.137507,13.647581,301.564385,44.456415,0.014392,0.401,63.39,0.000141,128,1349453824,0,ac,39383,0,0,0,8797.897,18209.244,12.944673,0.212799,12.518779,0.114539,0.150755,3.472184,0.553,-0.109326,,0,0,264,2075,5,2007,-11.4531,-8.5592,-11.7725,38127.21,3791.658,1426.3,8.05,4.92,44,43,39,33,24,18,16,8,0.0007,301.56464,44.45702,-11.2,-9.2,13.2681,430195,143663284,10,0,0,15063,1945.9725251362074
4248,420061551442725,12.260083,0.11274,15.170475,301.564711,44.457264,0.005534,0.19,35.38,0.000118,0,1349453824,0,rh,13659,0,0,0,8641.056,10172.869,12.838462,0.15231,12.313707,0.134582,0.172195,2.191002,0.522,-0.008929,,0,0,699,1174,1,1430,-12.1554,-10.2089,-12.251,72801.59,4275.864,2887.489,4.65,3.59,82,67,51,38,30,23,16,8,0.0007,301.56464,44.45702,-11.2,-9.2,0.9591,423465,143663284,10,0,0,15064,1945.9779515564685
4249,420061551442725,12.480394,0.108708,13.724263,301.565225,44.457587,0.019164,0.556,62.16,0.000218,0,1349453825,0,ac,39394,0,0,0,8175.458,17672.633,12.912569,0.231105,12.506817,0.109449,0.16585,4.160256,0.557,-0.142104,,0,0,215,2023,5,1898,-11.8646,-8.4744,-12.0081,55696.29,3920.227,1683.825,10.71,4.45,68,67,59,47,33,27,16,6,0.0007,301.56464,44.45702,-11.2,-9.2,12.3182,444879,143663284,10,0,0,15065,1945.9779923203287
4257,420061551442725,12.441593,0.154995,13.415494,301.56604,44.457019,0.01977,0.229,-24.15,0.000204,0,1349453824,0,ac,39642,0,0,0,14176.908,18625.94,12.867345,0.179894,12.500852,0.203805,0.182613,6.220926,0.415,-0.069843,,0,0,87,2140,7,2426,-11.9493,-8.423,-12.0545,60215.26,1636.468,1519.632,11.41,5.46,70,68,63,55,46,22,14,6,0.0007,301.56464,44.45702,-11.2,-9.2,16.9987,414408,143663284,10,0,0,15099,1946.3540563668716
4262,420061551442725,12.366112,0.096108,15.286191,301.564428,44.456812,0.012136,0.457,69.51,0.000158,0,1349453824,0,rh,13937,0,0,0,6349.955,10324.35,12.83083,0.140068,12.418984,0.112234,0.132836,2.486167,0.384,0.01921,,0,0,618,1168,1,1374,-12.866,-10.2313,-12.8986,140094.0,4210.577,2909.871,10.21,3.5,111,99,84,71,62,51,40,26,0.0007,301.56464,44.45702,-11.2,-9.2,2.955,400170,143663284,10,0,0,15135,1946.4798883750861
4277,420061551442725,12.300829,0.114256,14.411826,301.564362,44.457318,0.003689,0.199,-71.18,2.5e-05,0,1349453824,0,ir,8892,0,0,0,16532.691,14063.126,12.551121,0.146334,12.379467,0.084216,0.134905,1.255681,0.415,-0.148858,,0,0,32,1597,7,1061,-12.5046,-11.6905,-12.5971,100424.2,3918.07,2689.861,7.38,4.04,99,85,68,61,50,38,29,13,0.0007,301.56464,44.45702,-11.2,-9.2,4.2077,397010,143663284,10,0,0,15200,1946.561571370294
