local_id,ref_number,magcal_magdep,magcal_magdep_rms,limiting_mag_local,pos.ra,pos.dec,fwhm_world,ellipticity,theta_j2000,iso_area_world,aflags,bflags,local_bin_reject_flag,series,platenum,mosnum,solnum,expnum,image_x,image_y,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,magcal_local_error,drad_rms2,extinction,magcor_local,blended_mag,a2flags,b2flags,npoints_local,local_bin_index,spatial_bin,magdep_bin,mag_iso,mag_aper,mag_auto,flux_iso,background,flux_max,fwhm_image,kron_radius,sxt_iso0,sxt_iso1,sxt_iso2,sxt_iso3,sxt_iso4,sxt_iso5,sxt_iso6,sxt_iso7,time_accuracy,catalog_ra,catalog_dec,pm_ra_cosdec,pm_dec,plate_dist,sxt_number,gsc_bin_index,dasch_photdb_version_id,dasch_mask_index,reject,exp_local_id,year
2300,420061551442725,12.277506,,13.129148,301.566475,44.456382,0.019461,0.278,83.9,0.000398,0,1349451779,0,ai,30800,1,0,0,5623.592,10934.387,12.90644,0.300693,12.277506,0.222499,0.214018,9.362221,0.538,0.143766,,0,0,478,1216,1,1791,-10.9218,-7.1032,-12.0185,23372.89,3824.141,1491.135,4.78,7.17,24,18,17,14,12,10,6,4,0.0007,301.56467,44.457054,-11.2,-9.2,12.7122,282799,143663284,10,0,0,9017,1933.24527272553
2301,420061551442725,12.323349,0.08558,12.959208,301.565085,44.457429,0.010619,0.268,1.27,6.9e-05,0,1349453824,0,i,52056,0,0,0,2477.314,14209.201,12.754071,0.147144,12.343279,0.073535,0.106927,0.91426,0.49,-0.054316,,0,0,41,1607,5,649,-13.2336,-10.9647,-13.2548,196541.6,3357.747,1353.253,21.35,3.5,280,267,242,206,170,125,58,16,0.0007,301.56467,44.457054,-11.2,-9.2,3.5135,219129,143663284,10,0,0,9018,1933.2453699657767
2303,420061551442725,12.214065,0.152181,16.111593,301.564456,44.457369,0.008636,0.117,59.45,0.000139,0,1349453824,0,rl,32,0,0,0,3293.413,10358.195,12.475642,0.265981,12.034071,0.204728,0.185189,1.812721,0.558,-0.064613,,0,0,509,1159,3,1011,-13.6468,-11.0448,-13.728,287554.5,3536.266,3680.527,9.52,3.53,171,157,134,115,94,74,55,28,0.020833,301.56467,44.457054,-11.2,-9.2,4.9639,312852,143663284,10,0,0,9023,1933.3080538945933
2306,420061551442725,12.274397,0.105728,14.946619,301.564515,44.456897,0.007524,0.256,62.07,0.000103,0,1349453824,0,rh,5056,0,0,0,8983.81,10088.767,12.7928,0.156737,12.341183,0.091508,0.14838,2.067285,0.449,0.018365,,0,0,560,1125,1,1845,-12.2702,-10.0945,-12.4228,80925.73,4084.521,2641.339,6.32,4.33,73,63,49,40,31,25,19,12,0.0007,301.56467,44.457054,-11.2,-9.2,1.1094,220312,143663284,10,0,0,9027,1933.313687436002
2307,420061551442725,12.252466,,15.997648,301.565037,44.457095,0.009475,0.043,-36.4,0.00015,0,1349451776,0,rl,35,0,0,0,2985.996,10388.987,12.658943,0.223228,12.252466,0.16327,0.143251,1.941897,0.488,-0.040883,,0,0,376,1158,4,1010,-13.598,-10.9701,-13.6923,274919.3,3733.148,3414.076,10.45,3.88,184,158,132,114,95,80,62,35,0.010417,301.56467,44.457054,-11.2,-9.2,5.2389,307664,143663284,10,0,0,9028,1933.3190706803564
2308,420061551442725,12.358849,,16.015741,301.564372,44.45709,0.005465,0.109,-89.47,8.1e-05,0,1349451776,0,rl,36,0,0,0,6032.569,10103.106,13.120774,0.175443,12.358849,0.136383,0.161022,1.757502,0.827,-0.024435,,0,0,904,1117,1,1428,-12.7618,-10.939,-12.8742,127272.6,3663.012,3347.572,6.0,4.26,98,88,73,63,49,34,26,13,0.003472,301.56467,44.457054,-11.2,-9.2,2.5613,277021,143663284,10,0,0,9030,1933.3215167529086
2309,420061551442725,12.266051,,16.25368,301.564625,44.457073,0.006706,0.187,-85.65,0.000127,0,1349451776,0,rl,37,0,0,0,5863.715,9313.084,12.893643,0.194095,12.266051,0.19382,0.169801,1.523249,0.555,0.099516,,0,0,424,1066,1,995,-13.2235,-11.0154,-13.2961,194709.1,3699.669,3573.033,7.36,3.5,154,133,103,79,59,51,35,24,0.0007,301.56467,44.457054,-11.2,-9.2,3.0079,280909,143663284,10,0,0,9031,1933.3217111101985
2316,420061551442725,12.279176,,14.094211,301.564422,44.457093,0.010582,0.392,-25.24,8.7e-05,128,1349451776,0,rl,39,0,0,0,3318.701,10422.436,12.871436,0.168048,12.279176,0.119919,0.132389,2.089509,0.698,-0.050876,,0,0,184,1159,3,1425,-12.3643,-9.9194,-12.3927,88251.96,3787.352,1350.972,11.67,3.5,106,102,92,82,70,57,44,22,0.0007,301.56467,44.457054,-11.2,-9.2,4.9344,213804,143663284,10,0,0,9047,1933.3761978398354
2318,420061551442725,12.336246,,13.888183,301.564217,44.457102,0.007499,0.214,-19.57,5.3e-05,0,1349451776,0,rl,41,0,0,0,3293.365,10576.451,12.891032,0.178372,12.336246,0.104489,0.145439,2.476374,0.633,-0.027414,,0,0,192,1159,3,1371,-12.0206,-10.1255,-12.107,64303.97,3923.426,1688.229,8.27,3.61,65,59,58,50,44,32,20,9,0.0007,301.56467,44.457054,-11.2,-9.2,4.9422,240788,143663284,10,0,0,9051,1933.3789757453796
2319,420061551442725,12.308365,0.109643,15.253521,301.564523,44.457181,0.007788,0.276,-11.43,9e-05,0,1349453824,0,rl,42,0,0,0,14247.406,8806.455,12.879883,0.149105,12.473429,0.172819,0.158663,1.785578,0.458,-0.007858,,0,0,512,991,4,1418,-12.9726,-10.8304,-13.0327,154544.1,3868.095,3084.352,8.59,3.5,108,96,88,68,57,43,36,18,0.009028,301.56467,44.457054,-11.2,-9.2,5.4499,165966,143663284,10,0,0,9053,1933.3791966488704
2321,420061551442725,12.572548,,13.836727,301.564877,44.457305,0.012087,0.395,7.84,5.7e-05,67108992,1349386243,0,i,52158,0,0,0,2486.005,14264.03,12.772899,0.248259,12.572548,0.172858,0.169032,4.115308,0.413,-0.183185,,0,0,33,1607,5,668,-12.9856,-10.952,-13.0363,156401.4,3283.886,1223.054,24.33,3.5,229,213,192,165,132,93,56,19,0.0007,301.56467,44.457054,-11.2,-9.2,3.5007,216649,143663284,10,0,0,9055,1933.3793801697473
2322,420061551442725,12.396283,0.08532,15.036576,301.56478,44.457188,0.009311,0.348,-16.12,0.000107,0,1349453824,0,rl,44,0,0,0,15361.452,7795.814,13.00183,0.163016,12.476504,0.131333,0.140834,2.359856,0.523,0.035854,,0,0,357,894,6,1402,-13.177,-10.7704,-13.2477,186544.0,3739.318,2899.365,10.31,3.76,131,123,109,97,79,63,47,23,0.003472,301.56467,44.45705,-11.2,-9.2,6.7402,150288,143663284,10,0,0,9058,1933.3900115126623
2325,420061551442725,12.388022,0.14667,14.273668,301.564533,44.456961,0.005425,0.163,45.31,5.2e-05,0,1349453824,0,rh,5136,0,0,0,9184.326,9935.703,12.842007,0.176183,12.45681,0.139021,0.162756,1.8987,0.394,0.007961,,0,0,414,1126,1,1845,-11.8189,-10.2511,-11.8905,53403.09,3698.432,3023.988,4.56,4.18,37,33,28,23,21,15,10,5,0.0007,301.56467,44.45705,-11.2,-9.2,1.3663,143434,143663284,10,0,0,9063,1933.4176388254618
2330,420061551442725,12.39063,0.13009,14.214964,301.565088,44.456693,0.010629,0.406,51.39,7.5e-05,0,1349453824,0,rh,5169,0,0,0,8935.908,9707.13,12.866437,0.148573,12.433394,0.133979,0.15948,2.20984,0.418,0.018599,,0,0,352,1125,1,1845,-11.8363,-9.6213,-11.8786,54264.61,4298.37,1944.582,8.93,3.5,51,49,42,35,26,21,19,9,0.0007,301.56467,44.45705,-11.2,-9.2,1.528,128066,143663284,10,0,0,9074,1933.4557575687886
2342,420061551442725,12.379906,,13.109289,301.564922,44.457012,0.01324,0.559,3.61,8.2e-05,16384,1349451776,0,rl,49,0,0,0,16893.096,12318.246,12.566008,0.294636,12.379906,0.167408,0.150224,1.6137,0.422,-0.21253,,0,0,46,1398,9,1475,-12.183,-9.8235,-12.2866,74677.59,4096.239,1414.442,14.71,3.5,101,96,89,72,56,39,22,6,0.010417,301.56467,44.45705,-11.2,-9.2,7.524,300595,143663284,10,0,0,9095,1933.5709379767281
2349,420061551442725,12.265912,,12.941304,301.565488,44.457369,0.01291,0.641,41.58,5e-05,0,1349451776,0,rh,5270,0,0,0,9434.554,10032.299,12.629873,0.20169,12.265912,0.174171,0.165972,2.958686,0.411,-0.020623,,0,0,123,1127,1,1431,-11.4881,-9.2872,-12.2915,39377.22,3296.786,1654.757,10.85,5.54,33,30,28,25,17,11,5,1,0.0007,301.56467,44.45705,-11.2,-9.2,1.4237,94168,143663284,10,0,0,9127,1933.6418872224506
2357,420061551442725,12.373136,0.073889,13.871028,301.564466,44.457144,0.003129,0.126,20.77,3.3e-05,640,1886324736,0,rl,70,0,0,1,8717.734,9673.264,12.850056,0.142778,12.396108,0.096334,0.117308,1.275643,0.384,0.085188,,0,0,294,1075,1,1430,-11.4388,-10.545,-11.4843,37630.23,3573.85,2831.161,3.43,3.5,42,33,27,22,19,13,11,4,1.0,301.56467,44.45705,-11.2,-9.2,1.229,529083,143663284,10,0,0,9159,1933.7185905160845
2359,420061551442725,12.389798,0.086445,13.73634,301.564765,44.456443,0.00735,0.281,49.91,6.8e-05,640,1886324736,0,rl,72,0,0,1,13732.92,16231.578,12.944054,0.184273,12.452941,0.090997,0.127192,1.727697,0.385,0.104081,,0,0,154,1839,5,1490,-12.0808,-10.2304,-12.0692,67970.27,3988.919,1833.057,8.14,3.5,85,76,63,53,43,35,25,16,1.0,301.56467,44.45705,-11.2,-9.2,6.5781,632869,143663284,10,0,0,9163,1933.7264799479813
2360,420061551442725,12.480953,,13.418957,301.565481,44.456826,0.020125,0.273,2.48,0.000424,0,1349451776,0,ai,31103,0,0,0,13594.728,8156.47,12.894736,0.269781,12.480953,0.196982,0.203334,9.089818,0.404,0.042295,,0,0,257,939,4,1736,-10.9256,-7.0554,-11.3067,23454.38,4697.154,1320.991,5.44,3.5,25,20,16,15,12,7,4,3,0.0007,301.56467,44.45705,-11.2,-9.2,22.709,246394,143663284,10,0,0,9164,1933.7292235153998
2364,420061551442725,12.321551,,13.347853,301.56468,44.457115,0.010354,0.372,38.59,6e-05,640,1886322690,0,rl,74,0,0,1,13865.455,15940.93,12.57778,0.278531,12.321551,0.153862,0.159003,2.819646,0.385,-0.079495,,0,0,73,1839,5,1490,-12.0488,-10.0062,-12.2354,65999.3,2672.635,1708.15,11.47,4.1,75,66,57,45,33,23,14,7,1.0,301.56467,44.45705,-11.2,-9.2,6.489,232279,143663284,10,0,0,9168,1933.7455995674197
2366,420061551442725,12.437523,0.147253,13.977767,301.564824,44.457107,0.009238,0.33,56.82,6.3e-05,128,1349453824,0,rl,75,3,0,0,13711.739,15817.793,12.741299,0.237818,12.474312,0.106537,0.145925,2.345775,0.415,-0.123121,,0,0,144,1789,5,1868,-12.2853,-10.1813,-12.2984,82056.7,3115.339,2115.188,10.23,3.5,78,76,65,58,46,35,23,8,0.006944,301.56467,44.45705,-11.2,-9.2,6.3101,325668,143663284,10,0,0,9170,1933.7456564490074
2367,420061551442725,12.414155,0.204374,13.258956,301.56496,44.457042,0.012071,0.458,-67.96,5.7e-05,640,1886324736,0,rl,77,0,0,0,7046.106,19431.072,12.646153,0.349448,12.506595,0.182515,0.376246,3.187958,0.385,-0.196166,,0,0,43,2220,7,2023,-12.1333,-10.0934,-12.1739,71340.92,2759.745,1838.645,13.43,3.5,69,67,60,55,41,30,20,6,1.0,301.56467,44.45705,-11.2,-9.2,7.7646,376357,143663284,10,0,0,9172,1933.7458422642028
2372,420061551442725,12.188563,0.072973,14.623359,301.564502,44.457142,0.004365,0.102,17.14,3.3e-05,16512,1349453824,0,mc,26761,0,0,0,383.047,13659.365,12.087576,0.145055,12.297997,0.168226,0.133037,1.374664,0.241,0.012891,,0,0,84,1950,9,736,-14.0706,-12.8526,-14.4381,424850.7,3843.064,2607.773,14.65,4.54,372,318,245,195,142,102,65,30,1e-05,301.56467,44.45705,-11.2,-9.2,3.4825,287528,143663284,10,0,0,9182,1933.753608117728
2378,420061551442725,12.36522,,13.43605,301.56541,44.457262,0.022512,0.342,-71.8,0.00056,0,1349451778,0,ai,31156,1,0,0,2823.354,8089.628,12.663245,0.216345,12.36522,0.25345,0.190834,8.101747,0.389,-0.067099,,0,0,430,908,4,1322,-11.1867,-7.2201,-11.648,29830.73,4429.176,1522.627,6.16,3.94,40,32,24,19,13,10,6,2,0.0007,301.56467,44.45705,-11.2,-9.2,26.4092,308845,143663284,10,0,0,9201,1933.786468377824
2383,420061551442725,12.312575,0.088265,15.564987,301.564494,44.457231,0.007989,0.25,-23.58,0.000109,0,1349453824,0,rh,5457,0,0,0,8440.66,10171.915,12.772985,0.144139,12.394606,0.108305,0.143638,2.162846,0.408,-0.020985,,0,0,841,1174,1,1430,-12.6875,-10.4412,-12.714,118844.9,3986.087,3349.36,6.71,3.5,77,69,65,52,45,35,29,18,0.0007,301.56467,44.45705,-11.2,-9.2,1.025,399795,143663284,10,0,0,9206,1933.8029637152633
2386,420061551442725,12.312038,0.105989,14.59312,301.564793,44.457312,0.009223,0.485,4.09,7.9e-05,0,1349453824,0,rh,5463,0,0,0,8819.976,9911.685,12.806052,0.127926,12.357979,0.082006,0.133235,1.981645,0.399,0.035865,,0,0,484,1125,1,1845,-11.8604,-9.7796,-11.917,55481.07,4157.553,2042.339,7.75,3.98,57,49,46,42,30,23,21,12,0.0007,301.56467,44.45705,-11.2,-9.2,1.276,259921,143663284,10,0,0,9209,1933.8193016454481
2390,420061551442725,12.436537,,12.977546,301.564803,44.457265,0.005981,0.226,-59.35,4.6e-05,128,1349451776,0,rh,5534,0,0,0,5703.526,16716.49,12.978207,0.259911,12.436537,0.207104,0.122437,2.60576,0.471,0.063558,,0,0,87,1916,4,1967,-10.5708,-8.9585,-10.7763,16916.91,3154.913,1041.163,5.09,3.5,33,31,24,21,16,13,6,2,1e-05,301.56467,44.45705,-11.2,-9.2,7.6682,845543,143663284,10,0,0,9227,1933.874118992471
2391,420061551442725,12.486079,,13.477602,301.564192,44.45709,0.011332,0.388,83.7,9e-05,0,1349451776,0,ac,31571,1,0,0,14072.424,10799.744,13.00351,0.193529,12.486079,0.143032,0.181317,2.813118,0.429,0.076747,,0,0,279,1240,3,2282,-11.0756,-8.6386,-11.3325,26929.2,3629.441,1566.852,6.2,3.5,27,24,20,16,13,11,6,3,0.0007,301.56467,44.45705,-11.2,-9.2,10.0093,194231,143663284,10,0,0,9228,1933.8766990472282
2392,420061551442725,12.676526,0.160039,13.498874,301.564949,44.457186,0.012717,0.398,-68.51,0.000117,0,1349453824,0,ac,31581,0,0,0,8101.655,18322.957,13.082751,0.272141,12.714462,0.189727,0.173309,3.302955,0.438,-0.060567,,0,0,228,2073,5,2420,-10.7587,-8.2137,-11.1183,20113.28,3609.756,1046.545,7.16,3.88,36,30,24,20,16,11,4,3,0.0007,301.56467,44.45705,-11.2,-9.2,13.4566,481288,143663284,10,0,0,9230,1933.8876494264202
2397,420061551442725,12.314576,0.117619,13.707885,301.564906,44.457062,0.005483,0.167,61.52,5.8e-05,128,1349453824,0,rh,5586,1,0,0,8136.126,9621.89,12.863979,0.152696,12.358304,0.114355,0.12103,1.80596,0.527,-0.017261,,0,0,274,1073,1,1754,-11.1851,-9.4994,-11.5101,29786.79,4862.292,1610.834,4.6,4.71,38,34,30,25,19,13,10,5,1e-05,301.56467,44.45705,-11.2,-9.2,1.7695,273966,143663284,10,0,0,9240,1933.9342698343596
2398,420061551442725,12.375969,0.114872,14.915834,301.564607,44.457004,0.015259,0.51,11.65,0.000166,0,1349453824,0,rh,5602,0,0,0,8753.766,9941.269,12.968874,0.138098,12.413979,0.109553,0.116495,2.380381,0.529,0.009639,,0,0,524,1125,1,1377,-13.0697,-10.1982,-13.1483,169002.4,4288.252,2959.205,12.81,3.73,118,114,97,84,75,61,45,26,0.0007,301.56467,44.45705,-11.2,-9.2,1.2329,316956,143663284,10,0,0,9243,1933.9479230308011
2399,420061551442725,12.231414,0.113547,13.721616,301.564689,44.456858,0.009372,0.412,-17.29,4.8e-05,0,1349453824,0,i,52602,0,0,0,2015.9,13461.194,13.062909,0.154728,12.280909,0.080153,0.117743,1.928697,0.862,-0.055616,,0,0,81,1505,5,631,-13.0718,-11.2141,-13.2797,169329.1,3669.656,1642.564,18.84,3.5,195,171,151,126,101,69,40,13,0.0007,301.56467,44.45705,-11.2,-9.2,3.5565,108028,143663284,10,0,0,9248,1934.0437092539357
2402,420061551442725,12.344342,,15.036945,301.564278,44.457095,0.009225,0.28,-84.91,9.8e-05,128,1349451776,0,rh,5754,0,0,0,7055.17,11755.475,13.129847,0.149482,12.344342,0.092096,0.141401,1.972505,0.754,0.018297,,0,0,669,1320,1,1393,-12.574,-10.1757,-12.6382,107048.8,4616.187,2813.32,7.75,3.5,69,68,59,48,40,38,24,14,0.0007,301.56467,44.45705,-11.2,-9.2,2.1683,241797,143663284,10,0,0,9252,1934.1078964271044
2404,420061551442725,12.601522,0.163227,13.286431,301.564833,44.456575,0.010269,0.598,31.46,3.8e-05,0,1349453824,0,bm,85,0,0,0,7973.093,10201.124,13.163945,0.210479,12.638975,0.199863,0.182249,2.211009,0.512,0.018558,,0,0,137,1172,1,1844,-10.6403,-8.8903,-11.0097,18035.71,4418.793,947.3015,8.61,3.5,26,26,22,20,17,12,8,4,0.0007,301.56467,44.45705,-11.2,-9.2,1.3061,113320,143663284,10,0,0,9255,1934.2009668254614
2405,420061551442725,12.351233,0.09461,13.605695,301.564081,44.45741,0.014086,0.512,8.14,7e-05,0,1349454848,0,bm,95,0,0,0,7875.364,10143.518,13.083304,0.249376,12.384385,0.166838,0.158245,1.516175,0.518,0.190571,,0,0,189,1172,1,1430,-11.2775,-8.7519,-11.774,32435.3,7008.673,848.457,11.82,3.5,49,44,43,38,32,25,19,8,0.0007,301.56467,44.45705,-11.2,-9.2,1.3988,158171,143663284,10,0,0,9257,1934.2173381273103
2409,420061551442725,12.299411,,14.163201,301.564467,44.456988,0.009929,0.465,1.27,6.2e-05,0,1349451776,0,bm,126,0,0,0,7443.123,10101.667,12.848368,0.180724,12.299411,0.108269,0.164045,1.273069,0.464,0.093593,,0,0,347,1171,1,1429,-11.8223,-9.7745,-11.9436,53568.86,4944.071,2021.434,8.33,3.5,44,43,35,33,23,20,15,7,0.0007,301.56467,44.45705,-11.2,-9.2,1.827,192233,143663284,10,0,0,9270,1934.2720451170437
2411,420061551442725,12.306116,,13.66609,301.56481,44.457265,0.010918,0.435,51.75,7.8e-05,0,1349451776,0,bm,141,0,0,0,8023.498,10575.277,12.846379,0.157661,12.306116,0.120618,0.14387,2.078647,0.434,0.101691,,0,0,188,1222,1,1862,-11.1925,-8.9296,-11.3723,29992.1,4450.668,984.828,9.17,3.5,55,48,40,34,26,19,12,4,0.0007,301.56467,44.45705,-11.2,-9.2,0.985,194495,143663284,10,0,0,9276,1934.315814466804
2412,420061551442725,12.412461,0.112486,13.34848,301.564892,44.456961,0.011205,0.572,29.11,4.7e-05,0,1349453824,0,bm,153,0,0,0,7510.104,10246.223,13.009906,0.177852,12.439917,0.172171,0.119187,1.578017,0.424,0.154117,,0,0,164,1171,1,1429,-11.089,-9.1214,-11.4116,27264.27,6308.771,1177.445,9.4,3.5,33,32,27,23,19,13,8,5,0.0007,301.56467,44.45705,-11.2,-9.2,1.6654,278675,143663284,10,0,0,9279,1934.3486164681726
2413,420061551442725,12.430336,,14.100322,301.564705,44.457084,0.013082,0.502,26.22,6.5e-05,0,1349451776,0,bm,160,0,0,0,7569.498,10258.715,12.875132,0.234131,12.430336,0.175843,0.148236,1.776029,0.424,0.020796,,0,0,312,1171,1,1429,-11.6949,-9.4561,-11.9005,47637.71,5834.651,1595.503,10.98,3.5,46,42,35,32,27,23,14,7,0.0007,301.56467,44.45705,-11.2,-9.2,1.5978,238038,143663284,10,0,0,9281,1934.3513460177967
2415,420061551442725,12.383617,,13.228178,301.565367,44.457205,0.01017,0.488,52.02,3.8e-05,0,1349451776,0,bm,167,0,0,0,7767.33,10355.261,13.021403,0.392836,12.383617,0.155206,0.151046,1.318605,0.417,0.27819,,0,0,178,1172,1,1429,-10.4381,-8.6904,-10.8255,14971.23,6965.28,711.9937,8.53,3.5,27,26,21,20,17,11,9,2,0.0007,301.56467,44.45705,-11.2,-9.2,1.3826,229928,143663284,10,0,0,9284,1934.3622974099937
2420,420061551442725,12.279283,0.144509,13.308308,301.564926,44.456551,0.019272,0.377,-12.23,0.000195,0,1349453824,0,ac,32139,0,0,0,2435.668,10467.059,12.731559,0.214382,12.340537,0.236962,0.192835,4.448443,0.405,-0.014994,,0,0,197,1156,4,1838,-11.6089,-8.3101,-11.8503,44011.31,3520.944,1251.767,10.69,3.78,59,55,45,36,31,20,10,3,0.0007,301.56467,44.45705,-11.2,-9.2,11.666,242628,143663284,10,0,0,9296,1934.4333652183439
2421,420061551442725,12.521392,,13.030759,301.566078,44.456697,0.019167,0.147,-39.76,0.000316,0,1349451776,0,ai,31631,0,0,0,8303.719,7005.579,13.094803,0.33352,12.521392,0.273852,0.223378,8.859181,0.395,0.258167,,0,0,343,773,2,1700,-10.7584,-7.249,-11.3185,20107.52,4986.561,1531.161,4.82,3.5,12,11,10,7,5,3,2,0,0.0007,301.56467,44.45705,-11.2,-9.2,16.5391,261623,143663284,10,0,0,9299,1934.444260084873
2423,420061551442725,12.416905,0.12239,15.404658,301.564879,44.457347,0.006823,0.15,72.67,8.1e-05,0,1349454848,0,rl,198,0,0,0,14473.72,10210.779,12.856734,0.24487,12.475193,0.163821,0.181529,2.083195,0.384,-0.003475,,0,0,409,1191,4,1023,-13.1511,-11.0988,-13.2425,182157.2,3790.91,3744.096,7.52,3.5,98,91,72,63,53,44,32,21,0.0007,301.56467,44.45705,-11.2,-9.2,5.3227,174648,143663284,10,0,0,9304,1934.4607671731694
2425,420061551442725,12.33323,,14.295095,301.564548,44.45714,0.007533,0.419,-86.55,6.2e-05,0,1349451776,0,rh,6060,0,0,0,8580.368,10032.662,12.804974,0.158269,12.33323,0.129252,0.145933,1.940005,0.388,0.062408,,0,0,415,1124,1,1430,-11.8338,-10.1332,-11.9878,54141.44,3927.651,2891.588,6.32,4.15,44,40,30,26,20,16,13,9,0.0007,301.56467,44.45705,-11.2,-9.2,1.1414,459367,143663284,10,0,0,9308,1934.477074176592
2429,420061551442725,12.254958,,14.219518,301.564921,44.456979,0.009308,0.286,-68.25,9.2e-05,0,1349451776,0,rl,202,0,0,0,4821.485,16674.578,12.752271,0.211477,12.254958,0.141108,0.095035,1.351244,0.485,0.025521,,0,0,123,1863,5,1138,-13.4171,-11.0668,-13.3732,232723.3,3783.788,3617.906,10.31,3.5,113,108,104,89,80,66,53,36,0.0007,301.56467,44.45705,-11.2,-9.2,6.2305,782532,143663284,10,0,0,9316,1934.5067983025328
2430,420061551442725,12.14432,,14.028083,301.564838,44.457091,0.010413,0.3,45.82,0.000121,0,1349451776,0,rl,203,0,0,0,12889.406,17848.209,12.537738,0.232628,12.14432,0.118688,0.120106,1.36718,0.437,-0.03901,,0,0,192,2037,6,1111,-13.6795,-11.0959,-13.6993,296351.6,3497.944,3852.856,11.57,3.5,149,140,125,111,94,74,58,35,0.0007,301.56467,44.45705,-11.2,-9.2,7.2682,800409,143663284,10,0,0,9317,1934.5068950061607
2432,420061551442725,12.359193,,14.116777,301.565006,44.456955,0.008778,0.182,6.66,8.6e-05,16384,1349451776,0,rl,217,0,0,0,16733.762,15255.504,12.697733,0.211751,12.359193,0.101812,0.102658,1.28825,0.398,-0.092988,,0,0,109,1748,9,1079,-13.3261,-10.9971,-13.262,214006.4,3773.777,3405.414,9.78,3.5,107,102,94,88,73,64,49,31,0.0007,301.56467,44.45705,-11.2,-9.2,8.2465,393945,143663284,10,0,0,9319,1934.5237384668037
2434,420061551442725,12.431977,,15.624473,301.564738,44.457169,0.006326,0.052,-60.13,7.6e-05,0,1349451776,0,rl,223,0,0,0,4128.956,14507.418,12.832924,0.183838,12.431977,0.162048,0.139646,1.36874,0.397,0.009027,,0,0,459,1611,3,1444,-13.0199,-11.0165,-13.0362,161424.7,3882.505,3564.318,6.98,3.5,92,88,78,68,58,50,37,24,0.0007,301.56467,44.45705,-11.2,-9.2,5.234,646230,143663284,10,0,0,9322,1934.5398082409315
2435,420061551442725,12.412166,0.100028,14.272273,301.564956,44.457256,0.004361,0.063,53.89,4e-05,0,1349453824,0,rl,228,0,0,0,13185.806,10187.976,12.893819,0.19307,12.446874,0.148594,0.169993,1.935951,0.436,0.041933,,0,0,143,1187,2,1381,-12.0563,-10.7643,-12.0816,66452.73,3483.333,3097.983,4.8,4.53,49,45,36,33,26,22,14,7,0.0007,301.56467,44.45705,-11.2,-9.2,4.1698,577295,143663284,10,0,0,9326,1934.5402614154689
2436,420061551442725,12.257753,0.094691,12.783318,301.564278,44.45735,0.009363,0.412,-51.08,6.7e-05,0,1349453824,0,rl,236,0,0,0,4860.162,16742.521,12.766273,0.127141,12.297525,0.096298,0.108269,1.978893,0.455,0.019336,,0,0,66,1863,5,1480,-12.3096,-10.3138,-12.4397,83918.38,3774.026,2146.827,10.37,4.08,82,77,71,52,46,35,24,9,0.0007,301.56467,44.45705,-11.2,-9.2,6.2613,867839,143663284,10,0,0,9329,1934.5450813880905
2437,420061551442725,12.37567,0.096118,13.638073,301.564786,44.457044,0.010559,0.482,41.3,7.1e-05,0,1349453824,0,rl,237,0,0,0,13861.322,16976.803,12.954312,0.140267,12.409445,0.082509,0.101618,1.772039,0.436,0.095659,,0,0,118,1939,6,1562,-12.3992,-10.3696,-12.5095,91134.09,3801.838,2390.207,11.72,3.89,87,78,68,59,49,35,23,2,0.0007,301.56467,44.45705,-11.2,-9.2,7.1637,853214,143663284,10,0,0,9330,1934.545126896646
2447,420061551442725,12.312855,0.134472,14.892333,301.564808,44.457162,0.005741,0.131,-3.24,4.7e-05,0,1349453824,0,rl,257,0,0,0,14432.526,10584.449,12.805712,0.150653,12.402859,0.120153,0.197934,1.443289,0.392,0.030665,,0,0,180,1241,3,1383,-12.5402,-10.9444,-12.6143,103773.2,3480.047,3404.615,6.33,3.5,55,50,44,38,33,26,19,10,0.0007,301.56467,44.45705,-11.2,-9.2,5.2297,215698,143663284,10,0,0,9343,1934.5589553648192
2448,420061551442725,12.027638,0.126621,15.236503,301.564388,44.457602,0.010103,0.299,-4.66,9e-05,0,1349454848,0,rl,258,0,0,0,1479.014,12393.335,12.573858,0.168536,12.079715,0.156977,0.122287,1.459625,0.427,0.074763,,0,0,297,1404,5,631,-13.3611,-11.0807,-13.3009,221018.8,3808.879,3720.565,11.19,3.5,111,103,97,85,74,60,45,31,0.0007,301.56467,44.45705,-11.2,-9.2,6.6651,463230,143663284,10,0,0,9344,1934.559347863107
2450,420061551442725,12.358678,,13.275335,301.564321,44.456914,0.014207,0.384,-70.78,0.000114,0,1349451776,0,rl,259,0,0,0,5737.026,20690.459,12.843869,0.152715,12.358678,0.085371,0.087722,1.952724,0.458,0.022619,,0,0,86,2316,8,1157,-13.5831,-10.8686,-13.5846,271179.3,2974.081,3309.485,15.92,3.5,143,133,127,115,97,82,57,32,0.0007,301.56467,44.45705,-11.2,-9.2,9.1375,703022,143663284,10,0,0,9346,1934.5594246543467
